"n","dd","d","all","ratio","date"
1.0023,1.0139,1.0039,1.004,0.96123,2019-02-22
1.0105,1.0047,1.0036,1.0068,1.1709,2019-02-23
0.99872,1.0057,1.0105,1.0046,0.7501,2019-02-24
1.0024,1.0076,1.0121,1.0073,0.8005,2019-02-25
1.0016,0.99858,1.0129,1.0066,0.77278,2019-02-26
1.0057,1.0167,1.0168,1.0117,0.7931,2019-02-27
1.0024,1.0123,1.0051,1.0045,0.93654,2019-02-28
1.0002,0.99979,1.0039,1.0019,0.90741,2019-03-01
1.0015,1.006,1.0066,1.0043,0.88394,2019-03-02
1.0061,0.9979,1.0097,1.0071,0.92228,2019-03-03
0.99599,0.99681,0.98076,0.98861,1.8763,2019-03-04
1.0069,1.0211,1.0136,1.0113,0.86712,2019-03-05
1.0048,1.0113,1.0065,1.0061,0.96152,2019-03-06
1.0023,1.0045,1.0366,1.0186,0.53156,2019-03-07
1.0085,1.0197,1.0107,1.0105,0.95396,2019-03-08
0.99588,1.0035,0.99844,0.99772,0.92706,2019-03-09
0.99918,1.0122,1.0027,1.002,0.90964,2019-03-10
1.0012,0.99879,1.0003,1.0005,1.0253,2019-03-11
1.0006,0.99773,1.0112,1.0056,0.77954,2019-03-12
1.011,1.003,1.0042,1.0071,1.1686,2019-03-13
0.96529,0.99185,1.0141,0.9911,0.037631,2019-03-14
1.0011,1.0148,1.003,1.0032,0.95129,2019-03-15
1.0094,1.0094,1.0001,1.0048,1.2516,2019-03-16
0.99749,1.0028,1.0054,1.0018,0.81172,2019-03-17
0.99224,0.99431,0.99963,0.99601,0.79606,2019-03-18
1.0067,0.99959,1.0042,1.0049,1.061,2019-03-19
1.0028,1.0083,1.0054,1.0046,0.9383,2019-03-20
1.0035,0.99871,1.0014,1.0021,1.0549,2019-03-21
0.99972,1.008,1.0025,1.0018,0.93016,2019-03-22
1.0017,1.0055,1.0101,1.0062,0.822,2019-03-23
1.005,1.002,0.99973,1.0021,1.1444,2019-03-24
1.0063,1.0032,1.0042,1.005,1.0505,2019-03-25
0.99948,1.0099,1.0055,1.0034,0.8576,2019-03-26
1.0085,1.0092,0.99809,1.0033,1.2991,2019-03-27
1.0284,1.0016,1.0013,1.0121,1.7133,2019-03-28
1.0018,0.99562,1.0099,1.0053,0.82553,2019-03-29
0.99838,0.99125,1.005,1.001,0.84123,2019-03-30
1.0105,1.0131,1.0049,1.0079,1.1345,2019-03-31
1.0024,0.99588,0.99633,0.99874,1.1848,2019-04-01
1.0057,1.0117,1.0023,1.0044,1.0876,2019-04-02
1.0069,1.0111,1.0009,1.0046,1.1591,2019-04-03
NA,NA,NA,NA,NA,2019-04-04
NA,NA,NA,NA,NA,2019-04-05
NA,NA,NA,NA,NA,2019-04-06
NA,NA,NA,NA,NA,2019-04-07
NA,NA,NA,NA,NA,2019-04-08
NA,NA,NA,NA,NA,2019-04-09
NA,NA,NA,NA,NA,2019-04-10
0.9997,0.99952,1.001,1.0004,0.96615,2019-04-11
1.0038,1.0082,1.0058,1.0052,0.95325,2019-04-12
0.99097,1.0054,1.0045,0.99933,0.67174,2019-04-13
1.004,0.99331,0.99922,1.0006,1.1333,2019-04-14
1.0098,0.99791,1.0046,1.006,1.1274,2019-04-15
1.006,0.99592,0.99893,1.0012,1.1997,2019-04-16
1.0025,1.0011,1.0006,1.0014,1.0521,2019-04-17
0.99584,1.0043,1,0.99888,0.88621,2019-04-18
1.0315,0.99485,1.0005,1.0111,1.8339,2019-04-19
0.98901,0.99458,0.99946,0.99517,0.7103,2019-04-20
1.0009,1.0118,1.0009,1.0018,0.9998,2019-04-21
0.99455,1.004,0.99756,0.99704,0.91198,2019-04-22
1.0008,0.99753,1.0009,1.0006,0.99684,2019-04-23
0.99481,0.99602,0.99933,0.99745,0.87431,2019-04-24
0.99341,0.99603,1,0.99731,0.81952,2019-04-25
0.99532,1.0027,1.0031,1.0003,0.80323,2019-04-26
0.98415,0.99289,1.0093,0.99879,0.45208,2019-04-27
0.99731,0.99592,0.9929,0.9947,1.1495,2019-04-28
1.0038,1.0019,0.99958,1.0013,1.1155,2019-04-29
0.99514,0.99085,0.9893,0.99151,1.2253,2019-04-30
0.99864,1.0031,1.0051,1.0027,0.84517,2019-05-01
0.99908,1.0019,1.019,1.0106,0.64234,2019-05-02
1.0069,1.0037,1.0082,1.0074,0.96996,2019-05-03
1.0041,0.99411,0.99482,0.99795,1.2936,2019-05-04
1.0122,0.99789,0.99499,1.0013,1.5458,2019-05-05
0.9952,0.99733,1.0009,0.99868,0.84815,2019-05-06
1.0052,1.0071,1.0029,1.0041,1.0598,2019-05-07
1.0061,1.0016,1.0002,1.0024,1.1586,2019-05-08
1.0028,0.99114,0.99566,0.99752,1.2196,2019-05-09
1.0023,0.99807,0.99033,0.99504,1.4455,2019-05-10
1.0039,1.0012,1.0062,1.005,0.948,2019-05-11
1.0053,1.0078,1.002,1.0036,1.0835,2019-05-12
1.0053,1.0073,1.0085,1.0073,0.93039,2019-05-13
0.99726,0.99638,0.99967,0.99856,0.9335,2019-05-14
0.99992,0.99789,0.99842,0.99885,1.0428,2019-05-15
1.0043,1.0062,1.0085,1.0068,0.90721,2019-05-16
1.0028,1.012,1.0033,1.004,0.98773,2019-05-17
1.0093,1.0085,0.99843,1.0029,1.3093,2019-05-18
0.99635,1.0054,0.99826,0.99833,0.94541,2019-05-19
1.0015,0.98938,0.99905,0.99888,1.0697,2019-05-20
1.0086,0.99296,1.0051,1.005,1.0843,2019-05-21
0.99141,0.99706,1.0059,1.0005,0.6598,2019-05-22
1.0043,1.019,1.006,1.0068,0.95954,2019-05-23
1.0024,0.99342,0.99874,0.99934,1.1038,2019-05-24
1.0009,1.0025,1.0002,1.0007,1.0195,2019-05-25
1.0073,0.99627,0.99835,1.001,1.2567,2019-05-26
1.0033,1.0124,1.0032,1.0041,1.0024,2019-05-27
1.008,1.0055,1.0118,1.0101,0.92079,2019-05-28
0.98885,0.97894,1.0059,0.99786,0.59915,2019-05-29
1.0087,1.0102,1.0204,1.0158,0.79462,2019-05-30
1.0037,1.0036,1.0056,1.0048,0.95602,2019-05-31
1.01,1.0145,1.0135,1.0125,0.93062,2019-06-01
1.0129,1.0095,1.0082,1.0098,1.1056,2019-06-02
1.0176,1.0198,1.0149,1.0162,1.0516,2019-06-03
1.0115,1.0184,1.0066,1.0093,1.1132,2019-06-04
1.0051,1.0061,1.0041,1.0046,1.0264,2019-06-05
0.99486,1.0046,0.99253,0.99435,1.0801,2019-06-06
0.99511,0.99528,0.9963,0.99583,0.96371,2019-06-07
1.0044,1.0074,0.99985,1.0019,1.1253,2019-06-08
1.0058,0.99908,0.99765,1.0003,1.2366,2019-06-09
0.99472,0.99171,0.99247,0.99308,1.0773,2019-06-10
1.003,0.99872,0.98597,0.99212,1.7555,2019-06-11
0.97365,0.99648,1.0007,0.99216,0.27492,2019-06-12
1.0107,1.0062,1.011,1.0104,0.99278,2019-06-13
1.0073,0.99037,1.0149,1.0103,0.85134,2019-06-14
1.002,1.0197,1.0012,1.0033,1.0192,2019-06-15
1.0109,0.99651,1.0045,1.0056,1.1548,2019-06-16
1.0058,0.99813,0.98685,0.99345,1.8091,2019-06-17
1.0054,1.0022,1.0221,1.0151,0.71571,2019-06-18
1.0176,1.0227,1.0065,1.0114,1.2567,2019-06-19
0.99748,1.0059,0.99718,0.99813,1.0088,2019-06-20
1.0029,1.0044,1.0133,1.0094,0.7926,2019-06-21
NA,NA,NA,NA,NA,2019-06-22
NA,NA,NA,NA,NA,2019-06-23
NA,NA,NA,NA,NA,2019-06-24
NA,NA,NA,NA,NA,2019-06-25
NA,NA,NA,NA,NA,2019-06-26
NA,NA,NA,NA,NA,2019-06-27
1.0072,1.0026,1.0093,1.008,0.9557,2019-06-28
0.99813,0.99629,0.99924,0.9986,0.96917,2019-06-29
1.0022,1.0102,1.0058,1.0052,0.91506,2019-06-30
0.99266,0.99808,0.99344,0.99368,0.97395,2019-07-01
0.99657,0.99163,0.99748,0.99659,0.97319,2019-07-02
0.99809,0.99385,1.0012,0.99958,0.91724,2019-07-03
1.0195,1.0099,0.9976,1.0055,1.6404,2019-07-04
0.99343,1.0045,1.0082,1.0031,0.67017,2019-07-05
0.98856,1.0103,1.0021,0.99887,0.65082,2019-07-06
1.0039,1.0045,1.0065,1.0055,0.94153,2019-07-07
1.0113,0.99952,1.0116,1.0103,0.993,2019-07-08
1.01,1.0009,1.0044,1.0058,1.1353,2019-07-09
0.98815,1.001,1.0322,1.0159,0.35987,2019-07-10
1.0147,1.0045,1.0123,1.0122,1.0494,2019-07-11
1.0056,0.99966,1.0095,1.0074,0.91492,2019-07-12
0.98273,0.99231,1.0057,0.99738,0.45664,2019-07-13
0.98774,1.0005,0.99837,0.99527,0.69636,2019-07-14
1.0089,1.0134,1.0056,1.0074,1.0776,2019-07-15
1.0036,0.99278,1.0092,1.0059,0.87899,2019-07-16
0.9985,1.0064,1.003,1.0019,0.88674,2019-07-17
1.0053,0.99638,1.0255,1.0165,0.67415,2019-07-18
1.0078,0.99758,1.001,1.0028,1.1797,2019-07-19
1.0016,1.0041,1.0051,1.0039,0.91651,2019-07-20
1.0072,1.0071,1.01,1.0088,0.93927,2019-07-21
1.0097,1.0078,0.99027,0.99804,1.7245,2019-07-22
1.0012,1.0106,1.0103,1.0074,0.80665,2019-07-23
1.0057,1.0087,1.014,1.0108,0.83556,2019-07-24
0.99586,1.0041,1.0107,1.0053,0.68613,2019-07-25
1.0072,1.0283,1.0192,1.0162,0.78618,2019-07-26
1.0008,0.9972,1.0047,1.0027,0.90578,2019-07-27
1.0119,1.0086,1.0072,1.0089,1.1092,2019-07-28
1.0063,1.0045,1.0116,1.0091,0.88903,2019-07-29
0.99994,1.0052,1.02,1.0122,0.64596,2019-07-30
1.0129,1.0161,1.0296,1.0229,0.7477,2019-07-31
1.0156,1.0186,1.0292,1.0238,0.79347,2019-08-01
1.0142,1.0244,1.0306,1.0246,0.75569,2019-08-02
1.0281,1.0401,1.0079,1.0175,1.454,2019-08-03
1.0124,1.0196,1.0133,1.0136,0.98252,2019-08-04
1.0094,1.032,1.0396,1.0284,0.60443,2019-08-05
1.0412,1.0644,1.0857,1.0684,0.63635,2019-08-06
1.0421,1.0537,1.0419,1.0431,1.0016,2019-08-07
1.047,1.0492,1.0354,1.0407,1.1611,2019-08-08
1.0161,1.0432,1.021,1.0213,0.91545,2019-08-09
1.0128,1.0344,1.0514,1.0363,0.56115,2019-08-10
1.0419,1.0458,1.0625,1.0538,0.79249,2019-08-11
1.0329,1.0544,1.0273,1.0316,1.0878,2019-08-12
1.0211,1.0448,1.0296,1.028,0.87197,2019-08-13
1.0269,1.033,1.0253,1.0265,1.0258,2019-08-14
0.97644,0.99806,1.0016,0.99239,0.342,2019-08-15
1.0357,1.0533,1.036,1.0374,0.99577,2019-08-16
1.0194,1.0151,1.016,1.0171,1.063,2019-08-17
1.0059,0.99897,0.99899,1.0014,1.1931,2019-08-18
0.99487,1.0062,0.99558,0.99624,0.97823,2019-08-19
1.0318,1.0395,1.0377,1.0357,0.92046,2019-08-20
1.0214,1.0411,1.0229,1.0239,0.97435,2019-08-21
1.0065,1.0263,1.0272,1.0191,0.67599,2019-08-22
1.0233,1.0042,1.0104,1.0144,1.2732,2019-08-23
1.0069,1.0095,0.99636,1.0015,1.3191,2019-08-24
0.99185,1.0061,1.0017,0.99829,0.74288,2019-08-25
1.0053,1.0033,1.0001,1.0023,1.1418,2019-08-26
1.0044,1.0138,1.0139,1.0104,0.8126,2019-08-27
0.99973,1.0061,1.0067,1.0041,0.83916,2019-08-28
1.0001,1.0033,1.0008,1.0007,0.98177,2019-08-29
1.0219,1.0068,1.0063,1.0121,1.364,2019-08-30
1.0211,1.0142,1.0148,1.0172,1.1212,2019-08-31
0.9985,0.99808,1.0093,1.0042,0.76457,2019-09-01
1.0203,1.0176,1.0132,1.0162,1.1444,2019-09-02
1.0135,1.0317,1.0304,1.0239,0.74727,2019-09-03
1.0256,1.042,1.0208,1.0244,1.0825,2019-09-04
1.0352,1.0426,1.0138,1.0243,1.4231,2019-09-05
1.0258,1.0421,1.0294,1.029,0.94566,2019-09-06
1.0143,1.034,1.0404,1.0296,0.66138,2019-09-07
1.0304,1.0184,1.0233,1.0257,1.1187,2019-09-08
1.0297,1.0269,1.0196,1.0242,1.1795,2019-09-09
1.0086,1.0041,1.0058,1.0068,1.0651,2019-09-10
1.0639,1.0402,1.0412,1.0501,1.291,2019-09-11
1.0369,1.0629,1.0516,1.0465,0.8339,2019-09-12
1.0444,1.0591,1.0384,1.0425,1.0797,2019-09-13
1.0472,1.0364,1.0426,1.0439,1.058,2019-09-14
1.0736,1.0553,1.0325,1.0509,1.5943,2019-09-15
1.0147,1.0065,1.0251,1.0192,0.83233,2019-09-16
1.0733,1.0577,1.0534,1.0619,1.2212,2019-09-17
1.0534,1.0451,1.0372,1.0444,1.2192,2019-09-18
1.0373,1.0368,1.0233,1.0302,1.2336,2019-09-19
1.0508,1.0784,1.0239,1.0394,1.4451,2019-09-20
1.0408,1.0346,1.033,1.0364,1.1112,2019-09-21
1.0437,1.0413,1.0233,1.0334,1.3396,2019-09-22
1.0543,1.0453,1.0185,1.0355,1.6508,2019-09-23
1.0657,1.0566,1.0565,1.0604,1.0992,2019-09-24
1.027,1.0622,1.0326,1.0327,0.91866,2019-09-25
1.0316,NA,1.0208,1.0251,1.1889,2019-09-26
1.0294,1.0183,1.0128,1.0202,1.3372,2019-09-27
1.0618,1.0473,1.0237,1.0417,1.6311,2019-09-28
1.0465,1.0475,1.0267,1.037,1.3118,2019-09-29
1.069,1.0578,1.0141,1.0404,2.0823,2019-09-30
1.0605,1.0505,1.0388,1.0493,1.2879,2019-10-01
1.1013,1.1054,1.0557,1.0796,1.4944,2019-10-02
1.091,1.0742,1.0793,1.084,1.1016,2019-10-03
1.0635,1.0411,1.0579,1.0589,1.0591,2019-10-04
1.0703,1.0646,1.0471,1.0588,1.2776,2019-10-05
1.067,1.0667,1.0741,1.0704,0.93587,2019-10-06
1.0696,1.0402,1.0466,1.0561,1.2768,2019-10-07
1.0807,1.0778,1.0432,1.0622,1.4694,2019-10-08
1.0579,1.0885,1.0588,1.0608,0.9903,2019-10-09
1.0558,1.0764,1.0328,1.0465,1.3304,2019-10-10
1.0605,1.0482,1.0642,1.0612,0.96338,2019-10-11
1.082,1.0588,1.0563,1.0679,1.2768,2019-10-12
1.0724,1.0615,1.0762,1.0732,0.96652,2019-10-13
1.0774,1.0522,1.0532,1.064,1.2692,2019-10-14
1.0727,1.0711,1.0682,1.0705,1.0434,2019-10-15
1.097,1.1038,1.0975,1.0978,0.99586,2019-10-16
1.1224,1.1213,1.0891,1.1069,1.2647,2019-10-17
1.0822,1.061,1.0579,1.0692,1.2572,2019-10-18
1.0718,1.0488,1.042,1.056,1.3796,2019-10-19
1.0602,1.0493,1.0576,1.0581,1.0267,2019-10-20
1.0737,1.0674,1.0393,1.0572,1.4533,2019-10-21
1.1061,1.1127,1.0364,1.0732,1.9538,2019-10-22
1.1027,1.0765,1.0544,1.078,1.5307,2019-10-23
1.0884,1.109,1.0486,1.0715,1.4671,2019-10-24
1.1236,1.0712,1.0886,1.1033,1.2792,2019-10-25
1.1266,1.1233,1.1163,1.1217,1.0674,2019-10-26
1.078,1.1207,1.0769,1.081,1.0094,2019-10-27
1.1172,1.0829,1.0923,1.1031,1.1926,2019-10-28
1.0604,1.0871,1.0646,1.0645,0.95857,2019-10-29
1.101,1.0972,1.0923,1.0968,1.068,2019-10-30
1.1085,1.1421,1.088,1.1022,1.1647,2019-10-31
1.0772,1.0763,1.0579,1.0688,1.2042,2019-11-01
1.0827,1.0923,1.0584,1.073,1.255,2019-11-02
1.1058,1.0818,1.0614,1.0844,1.4528,2019-11-03
1.0826,1.0901,1.0604,1.0736,1.2294,2019-11-04
1.0746,1.087,1.0526,1.0661,1.2462,2019-11-05
1.0992,1.1103,1.0718,1.0883,1.2531,2019-11-06
1.0569,1.0752,1.0573,1.0586,0.9951,2019-11-07
1.0651,1.0933,1.0701,1.0696,0.95268,2019-11-08
1.0983,1.0692,1.0915,1.0927,1.0532,2019-11-09
1.0842,1.0916,1.0997,1.0914,0.88607,2019-11-10
1.099,1.0996,1.0955,1.0976,1.0262,2019-11-11
1.1149,1.1485,1.0994,1.1109,1.1141,2019-11-12
1.167,1.2007,1.1244,1.1518,1.2647,2019-11-13
1.1126,1.1584,1.1117,1.116,1.0059,2019-11-14
1.1096,1.0911,1.0788,1.095,1.2665,2019-11-15
1.0415,1.0413,1.0347,1.0387,1.0942,2019-11-16
1.0548,1.0625,1.0713,1.0621,0.84636,2019-11-17
1.0356,1.0387,1.0222,1.0302,1.2285,2019-11-18
1.0505,1.0762,1.0568,1.0553,0.93207,2019-11-19
1.043,1.0445,1.0613,1.0507,0.81305,2019-11-20
1.1133,1.0882,1.0461,1.0828,1.8123,2019-11-21
1.0934,1.0876,1.0704,1.0832,1.2145,2019-11-22
1.0896,1.1077,1.0548,1.0768,1.3807,2019-11-23
1.0708,1.0867,1.0549,1.0657,1.1736,2019-11-24
1.0203,1.021,1.0137,1.0176,1.1301,2019-11-25
1.024,1.0262,1.0226,1.0236,1.0223,2019-11-26
1.0325,1.0387,1.0698,1.0478,0.64966,2019-11-27
1.0614,1.051,1.047,1.0546,1.1722,2019-11-28
1.0628,1.0441,1.0634,1.0613,0.99417,2019-11-29
1.0404,1.0629,1.0605,1.0504,0.79335,2019-11-30
1.0199,1.0165,1.0237,1.0211,0.93688,2019-12-01
1.0233,1.0212,1.0359,1.0281,0.82633,2019-12-02
1.008,1.0433,1.0521,1.0288,0.50273,2019-12-03
1.0067,1.0163,NA,1.0105,NA,2019-12-04
1.0336,1.0577,1.0422,1.0393,0.89167,2019-12-05
1.0803,1.078,1.0989,1.0876,0.86259,2019-12-06
1.0629,1.0943,1.0585,1.0639,1.0464,2019-12-07
1.0524,1.0566,1.0717,1.0603,0.8214,2019-12-08
1.0721,1.0674,NA,1.0607,NA,2019-12-09
1.0353,1.0298,1.0389,1.0362,0.95328,2019-12-10
1.0044,1.0093,NA,1.0127,NA,2019-12-11
1.0334,1.0646,NA,NA,NA,2019-12-12
1.0689,1.0365,1.0244,1.0479,1.7283,2019-12-13
1.0559,1.0674,1.0907,1.0705,0.72679,2019-12-14
1.0895,1.0795,1.0956,1.091,0.95391,2019-12-15
1.0436,1.0515,1.0512,1.0473,0.91318,2019-12-16
1.0728,1.0536,1.0031,1.0415,2.7545,2019-12-17
1.0405,1.0621,1.1059,1.0686,0.54103,2019-12-18
1.0604,1.0998,1.0731,1.0689,0.88466,2019-12-19
1.049,1.0583,1.0348,1.0441,1.1991,2019-12-20
1.0217,1.0333,1.0471,1.0326,0.69675,2019-12-21
1.0522,1.0731,1.0517,1.0539,1.0048,2019-12-22
1.0045,1.041,1.0357,1.0198,0.56821,2019-12-23
1.0293,1.0352,1.0344,1.0318,0.92773,2019-12-24
0.99887,1.0083,1.027,1.0105,0.55786,2019-12-25
1.0151,1.0205,1.0138,1.0151,1.0249,2019-12-26
1.0581,1.0531,1.0338,1.0479,1.3447,2019-12-27
1.0227,1.0269,1.0271,1.0249,0.93153,2019-12-28
1.0231,1.0356,1.0191,1.0227,1.0711,2019-12-29
1.0074,1.0176,1.009,1.0089,0.9663,2019-12-30
0.99927,1.0225,1.0135,1.0069,0.716,2019-12-31
1.0039,1.0217,1.0184,1.0111,0.7356,2020-01-01
1.007,1.0068,1.0311,1.0163,0.64378,2020-01-02
0.99156,0.9974,1.0118,1.0001,0.58239,2020-01-03
1.0072,1.0281,1.0122,1.011,0.89693,2020-01-04
1.0037,0.99477,1.0066,1.004,0.93322,2020-01-05
1.0224,1.0233,1.0574,1.0364,0.62744,2020-01-06
1.0045,1.0128,1.0143,1.0091,0.80758,2020-01-07
1.0155,1.0097,1.0176,1.0158,0.96205,2020-01-08
1.0089,1.0006,1.0179,1.0118,0.83594,2020-01-09
1.0207,1.0303,1.024,1.0229,0.94451,2020-01-10
1.0173,1.022,1.0207,1.0191,0.94181,2020-01-11
1.0141,1.0242,1.0075,1.0123,1.1493,2020-01-12
1.0158,1.0236,1.0197,1.0181,0.93078,2020-01-13
1.0102,1.034,1.0164,1.0149,0.88353,2020-01-14
1.0082,1.0141,1.0144,1.0113,0.87865,2020-01-15
1.0206,1.0088,1.0173,1.0181,1.0618,2020-01-16
1.0263,1.0147,1.0152,1.0207,1.2157,2020-01-17
1.0128,1.0133,1.0076,1.0107,1.1166,2020-01-18
0.99821,1.0434,1.0321,1.0162,0.50701,2020-01-19
1.0211,1.0211,1.0356,1.027,0.79871,2020-01-20
1.0154,1.0275,NA,NA,NA,2020-01-21
NA,NA,NA,NA,NA,2020-01-22
1.0126,1.0264,1.024,1.0186,0.81095,2020-01-23
1.0044,1.0135,1.0085,1.0069,0.90949,2020-01-24
1.0134,1.015,1.0144,1.014,0.98042,2020-01-25
0.98918,0.98801,1.0114,0.99817,0.5371,2020-01-26
1.0092,1.0197,1.0107,1.0107,0.96731,2020-01-27
1.0072,1.01,1.0176,1.0118,0.8097,2020-01-28
1.0096,1.0156,1.0117,1.0111,0.95653,2020-01-29
1.0076,1.0095,1.0111,1.0092,0.92796,2020-01-30
1.0108,1.0009,1.0097,1.0095,1.024,2020-01-31
1.0211,1.0129,1.0055,1.0137,1.3708,2020-02-01
1.0121,1.0154,1.004,1.009,1.1997,2020-02-02
1.0042,1.0041,1.0044,1.0043,0.99303,2020-02-03
1.001,1.0017,1.006,1.0032,0.88311,2020-02-04
1.0085,1.012,1.0082,1.0087,1.0073,2020-02-05
0.97599,0.9845,0.99874,0.98642,0.35658,2020-02-06
0.99417,1.0053,0.99955,0.9975,0.85129,2020-02-07
1.0148,1.0233,1.0059,1.0118,1.2096,2020-02-08
0.99686,0.99818,1.0076,1.0016,0.75678,2020-02-09
1.0087,1.0062,1.0126,1.0102,0.91995,2020-02-10
